Instance,GraphType, n , p , R , r ,obj_IP,IP_Time,COntrGen_Time,Tot_Time,#Ball_Ctrs,#O_Ctrs,#All_Ctrs,Gap,OoM
eilon10_1 , Star ,10,2,0.1,0.2,4,0.0089,3.3131,3.322,352,2404,2768,0,0
eilon10_2 , Star ,10,2,0.1,0.2,3,0.007,2.9181,2.9251,260,1744,2016,0,0
eilon10_3 , Star ,10,2,0.1,0.2,3,0.006,1.974,1.98,240,1702,1954,0,0
eilon10_4 , Star ,10,2,0.1,0.2,4,0.006,3.123,3.129,268,1882,2162,0,0
eilon10_5 , Star ,10,2,0.1,0.2,3,0.006,1.174,1.18,228,1306,1546,0,0
eilon10_1 , Star-Ring ,10,2,0.1,0.2,3,0.019,3.121,3.14,559,8112,8683,0,0
eilon10_2 , Star-Ring ,10,2,0.1,0.2,3,0.013,3.016,3.029,384,6028,6424,0,0
eilon10_3 , Star-Ring ,10,2,0.1,0.2,3,0.013,2.0979,2.1109,348,5997,6357,0,0
eilon10_4 , Star-Ring ,10,2,0.1,0.2,3,0.015,3.3659,3.3809,392,6600,7004,0,0
eilon10_5 , Star-Ring ,10,2,0.1,0.2,3,0.011,1.6871,1.6981,329,4758,5099,0,0
eilon10_1 , Cycle ,10,2,0.1,0.2,4,0.008,2.901,2.909,352,2404,2768,0,0
eilon10_2 , Cycle ,10,2,0.1,0.2,3,0.006,2.91,2.916,260,1744,2016,0,0
eilon10_3 , Cycle ,10,2,0.1,0.2,3,0.006,1.9619,1.9679,240,1702,1954,0,0
eilon10_4 , Cycle ,10,2,0.1,0.2,4,0.006,3.189,3.195,268,1882,2162,0,0
eilon10_5 , Cycle ,10,2,0.1,0.2,3,0.006,1.167,1.173,228,1306,1546,0,0
eilon10_1 , Line ,10,2,0.1,0.2,4,0.0079,3.001,3.0089,352,2404,2768,0,0
eilon10_2 , Line ,10,2,0.1,0.2,3,0.007,3.03,3.037,260,1744,2016,0,0
eilon10_3 , Line ,10,2,0.1,0.2,3,0.006,1.9611,1.9671,240,1702,1954,0,0
eilon10_4 , Line ,10,2,0.1,0.2,4,0.006,3.1521,3.1581,268,1882,2162,0,0
eilon10_5 , Line ,10,2,0.1,0.2,3,0.007,1.1571,1.1641,228,1306,1546,0,0
eilon10_1 , Comp ,10,2,0.1,0.2,4,0.0079,3.035,3.043,352,2404,2768,0,0
eilon10_2 , Comp ,10,2,0.1,0.2,3,0.006,3.0919,3.0979,260,1744,2016,0,0
eilon10_3 , Comp ,10,2,0.1,0.2,3,0.006,2.1989,2.2049,240,1702,1954,0,0
eilon10_4 , Comp ,10,2,0.1,0.2,4,0.006,3.1359,3.1419,268,1882,2162,0,0
eilon10_5 , Comp ,10,2,0.1,0.2,3,0.006,1.147,1.153,228,1306,1546,0,0
eilon10_1 , Matching ,10,2,0.1,0.2,4,0.008,2.8969,2.9049,352,2404,2768,0,0
eilon10_2 , Matching ,10,2,0.1,0.2,3,0.007,2.8759,2.8829,260,1744,2016,0,0
eilon10_3 , Matching ,10,2,0.1,0.2,3,0.005,1.984,1.989,240,1702,1954,0,0
eilon10_4 , Matching ,10,2,0.1,0.2,4,0.006,3.184,3.1899,268,1882,2162,0,0
eilon10_5 , Matching ,10,2,0.1,0.2,3,0.006,1.205,1.211,228,1306,1546,0,0
eilon10_1 , Star ,10,6,0.1,0.2,0,0.339,7.5911,7.9301,2292,108008,110316,1,0
eilon10_2 , Star ,10,6,0.1,0.2,6,0.243,6.387,6.63,1468,80412,81896,0,0
eilon10_3 , Star ,10,6,0.1,0.2,0,0.258,5.603,5.861,1320,84010,85346,1,0
eilon10_4 , Star ,10,6,0.1,0.2,6,0.277,7.0558,7.3328,1468,89766,91250,0,0
eilon10_5 , Star ,10,6,0.1,0.2,0,0.202,4.273,4.475,1256,67662,68934,1,0
eilon10_1 , Star-Ring ,10,6,0.1,0.2,0,0.743,12.679,13.422,4702,236510,241228,1,0
eilon10_2 , Star-Ring ,10,6,0.1,0.2,0,0.551,10.3761,10.9271,2868,173910,176794,1,0
eilon10_3 , Star-Ring ,10,6,0.1,0.2,0,0.564,9.3509,9.9149,2540,179930,182486,1,0
eilon10_4 , Star-Ring ,10,6,0.1,0.2,0,0.612,11.0341,11.646,2848,192626,195490,1,0
eilon10_5 , Star-Ring ,10,6,0.1,0.2,0,0.407,7.191,7.598,2406,142338,144760,1,0
eilon10_1 , Cycle ,10,6,0.1,0.2,0,0.182,6.21,6.392,2298,63024,65338,1,0
eilon10_2 , Cycle ,10,6,0.1,0.2,0,0.139,5.2339,5.3729,1524,44586,46126,1,0
eilon10_3 , Cycle ,10,6,0.1,0.2,0,0.121,4.4251,4.5461,1368,45080,46464,1,0
eilon10_4 , Cycle ,10,6,0.1,0.2,0,0.136,5.743,5.879,1548,48262,49826,1,0
eilon10_5 , Cycle ,10,6,0.1,0.2,0,0.087,3.068,3.155,1290,33658,34964,1,0
eilon10_1 , Line ,10,6,0.1,0.2,0,0.1249,5.3301,5.455,1884,44732,46632,1,0
eilon10_2 , Line ,10,6,0.1,0.2,7,0.084,4.602,4.686,1276,31608,32900,0,0
eilon10_3 , Line ,10,6,0.1,0.2,7,0.091,3.772,3.863,1152,32294,33462,0,0
eilon10_4 , Line ,10,6,0.1,0.2,0,0.087,5.0331,5.1201,1300,34382,35698,1,0
eilon10_5 , Line ,10,6,0.1,0.2,7,0.062,2.625,2.687,1088,24206,25310,0,0
eilon10_1 , Comp ,10,6,0.1,0.2,0,1.867,25.6792,27.5462,8472,599940,608428,1,0
eilon10_2 , Comp ,10,6,0.1,0.2,0,1.287,19.893,21.18,4908,448800,453724,1,0
eilon10_3 , Comp ,10,6,0.1,0.2,0,1.463,19.5651,21.0281,4320,467290,471626,1,0
eilon10_4 , Comp ,10,6,0.1,0.2,0,1.54,22.356,23.896,4788,501470,506274,1,0
eilon10_5 , Comp ,10,6,0.1,0.2,0,1.101,15.6202,16.7212,4116,377990,382122,1,0
eilon10_1 , Matching ,10,6,0.1,0.2,8,0.029,4.074,4.103,1056,13212,14284,0,0
eilon10_2 , Matching ,10,6,0.1,0.2,8,0.023,3.681,3.704,780,9048,9844,0,0
eilon10_3 , Matching ,10,6,0.1,0.2,8,0.023,2.814,2.837,720,8922,9658,0,0
eilon10_4 , Matching ,10,6,0.1,0.2,8,0.024,4.1021,4.1261,804,9582,10402,0,0
eilon10_5 , Matching ,10,6,0.1,0.2,7,0.034,1.905,1.939,684,6294,6994,0,0
eilon10_1 , Star ,10,2,0.1,0.5,4,0.006,4.4869,4.4929,240,2126,2378,0,0
eilon10_2 , Star ,10,2,0.1,0.5,5,0.004,5.8381,5.8421,118,612,742,0,0
eilon10_3 , Star ,10,2,0.1,0.5,4,0.004,3.609,3.613,110,510,632,0,0
eilon10_4 , Star ,10,2,0.1,0.5,5,0.003,6.0419,6.0449,124,651,787,0,0
eilon10_5 , Star ,10,2,0.1,0.5,4,0.004,2.582,2.586,116,464,592,0,0
eilon10_1 , Star-Ring ,10,2,0.1,0.5,3,0.017,4.706,4.723,323,6926,7261,0,0
eilon10_2 , Star-Ring ,10,2,0.1,0.5,5,0.006,5.9281,5.9341,139,2138,2289,0,0
eilon10_3 , Star-Ring ,10,2,0.1,0.5,4,0.0049,3.783,3.7879,125,1807,1944,0,0
eilon10_4 , Star-Ring ,10,2,0.1,0.5,5,0.006,6.5389,6.545,148,2303,2463,0,0
eilon10_5 , Star-Ring ,10,2,0.1,0.5,4,0.005,2.4741,2.4791,133,1745,1890,0,0
eilon10_1 , Cycle ,10,2,0.1,0.5,4,0.007,4.5991,4.6061,240,2126,2378,0,0
eilon10_2 , Cycle ,10,2,0.1,0.5,5,0.005,6.2721,6.2771,118,612,742,0,0
eilon10_3 , Cycle ,10,2,0.1,0.5,4,0.0029,3.634,3.6369,110,510,632,0,0
eilon10_4 , Cycle ,10,2,0.1,0.5,5,0.004,6.247,6.251,124,651,787,0,0
eilon10_5 , Cycle ,10,2,0.1,0.5,4,0.004,2.463,2.467,116,464,592,0,0
eilon10_1 , Line ,10,2,0.1,0.5,4,0.007,4.664,4.671,240,2126,2378,0,0
eilon10_2 , Line ,10,2,0.1,0.5,5,0.0039,5.858,5.8619,118,612,742,0,0
eilon10_3 , Line ,10,2,0.1,0.5,4,0.003,3.6181,3.6211,110,510,632,0,0
eilon10_4 , Line ,10,2,0.1,0.5,5,0.0039,7.0521,7.056,124,651,787,0,0
eilon10_5 , Line ,10,2,0.1,0.5,4,0.003,2.546,2.549,116,464,592,0,0
eilon10_1 , Comp ,10,2,0.1,0.5,4,0.006,5.203,5.209,240,2126,2378,0,0
eilon10_2 , Comp ,10,2,0.1,0.5,5,0.0039,5.915,5.9189,118,612,742,0,0
eilon10_3 , Comp ,10,2,0.1,0.5,4,0.004,3.594,3.598,110,510,632,0,0
eilon10_4 , Comp ,10,2,0.1,0.5,5,0.004,5.967,5.971,124,651,787,0,0
eilon10_5 , Comp ,10,2,0.1,0.5,4,0.0049,2.494,2.4989,116,464,592,0,0
eilon10_1 , Matching ,10,2,0.1,0.5,4,0.006,4.6261,4.6321,240,2126,2378,0,0
eilon10_2 , Matching ,10,2,0.1,0.5,5,0.0029,5.994,5.9969,118,612,742,0,0
eilon10_3 , Matching ,10,2,0.1,0.5,4,0.004,3.737,3.741,110,510,632,0,0
eilon10_4 , Matching ,10,2,0.1,0.5,5,0.004,5.975,5.979,124,651,787,0,0
eilon10_5 , Matching ,10,2,0.1,0.5,4,0.004,2.444,2.448,116,464,592,0,0
eilon10_1 , Star ,10,6,0.1,0.5,0,0.236,8.1991,8.4351,1052,90710,91778,1,0
eilon10_2 , Star ,10,6,0.1,0.5,9,0.0639,7.0161,7.08,438,28496,28950,0,0
eilon10_3 , Star ,10,6,0.1,0.5,9,0.0561,4.608,4.6641,390,24330,24736,0,0
eilon10_4 , Star ,10,6,0.1,0.5,9,0.064,8.117,8.181,468,26935,27419,0,0
eilon10_5 , Star ,10,6,0.1,0.5,8,0.054,3.615,3.669,416,24172,24604,0,0
eilon10_1 , Star-Ring ,10,6,0.1,0.5,0,0.542,12.992,13.534,1882,202000,203898,1,0
eilon10_2 , Star-Ring ,10,6,0.1,0.5,8,0.163,8.313,8.476,648,61990,62654,0,0
eilon10_3 , Star-Ring ,10,6,0.1,0.5,9,0.155,5.7209,5.8759,540,52734,53290,0,0
eilon10_4 , Star-Ring ,10,6,0.1,0.5,9,0.147,8.4071,8.5541,708,59678,60402,0,0
eilon10_5 , Star-Ring ,10,6,0.1,0.5,8,0.126,4.5801,4.7061,586,50774,51376,0,0
eilon10_1 , Cycle ,10,6,0.1,0.5,0,0.204,7.2581,7.4621,1218,56522,57756,1,0
eilon10_2 , Cycle ,10,6,0.1,0.5,9,0.037,6.617,6.654,480,16014,16510,0,0
eilon10_3 , Cycle ,10,6,0.1,0.5,9,0.029,4.285,4.314,420,13490,13926,0,0
eilon10_4 , Cycle ,10,6,0.1,0.5,9,0.037,6.6859,6.7229,516,15622,16154,0,0
eilon10_5 , Cycle ,10,6,0.1,0.5,8,0.031,3.0711,3.102,450,11764,12230,0,0
eilon10_1 , Line ,10,6,0.1,0.5,6,0.1629,6.6041,6.767,1052,40026,41094,0,0
eilon10_2 , Line ,10,6,0.1,0.5,9,0.027,6.505,6.532,438,11324,11778,0,0
eilon10_3 , Line ,10,6,0.1,0.5,9,0.022,4.1351,4.1571,390,9526,9932,0,0
eilon10_4 , Line ,10,6,0.1,0.5,9,0.024,6.6291,6.6531,468,10623,11107,0,0
eilon10_5 , Line ,10,6,0.1,0.5,8,0.025,2.8731,2.8981,416,8340,8772,0,0
eilon10_1 , Comp ,10,6,0.1,0.5,0,1.347,23.331,24.678,2712,501370,504098,1,0
eilon10_2 , Comp ,10,6,0.1,0.5,7,0.4001,11.754,12.1541,858,159660,160534,0,0
eilon10_3 , Comp ,10,6,0.1,0.5,6,0.337,8.584,8.921,690,136210,136916,0,0
eilon10_4 , Comp ,10,6,0.1,0.5,6,0.385,11.6731,12.0581,948,154565,155529,0,0
eilon10_5 , Comp ,10,6,0.1,0.5,0,0.322,7.4441,7.7661,756,136160,136932,1,0
eilon10_1 , Matching ,10,6,0.1,0.5,9,0.025,5.5311,5.556,720,12354,13090,0,0
eilon10_2 , Matching ,10,6,0.1,0.5,9,0.009,6.116,6.125,354,3252,3622,0,0
eilon10_3 , Matching ,10,6,0.1,0.5,9,0.008,4.325,4.333,330,2706,3052,0,0
eilon10_4 , Matching ,10,6,0.1,0.5,10,0.012,6.983,6.995,372,3201,3589,0,0
eilon10_5 , Matching ,10,6,0.1,0.5,8,0.008,2.635,2.643,348,2136,2500,0,0
eilon10_1 , Star ,10,2,0.2,0.2,4,0.007,3.796,3.803,344,2570,2926,0,0
eilon10_2 , Star ,10,2,0.2,0.2,5,0.008,21.6471,21.6551,218,2582,2812,0,0
eilon10_3 , Star ,10,2,0.2,0.2,5,0.006,16.186,16.192,196,1973,2181,0,0
eilon10_4 , Star ,10,2,0.2,0.2,5,0.008,18.0581,18.0661,216,2856,3084,0,0
eilon10_5 , Star ,10,2,0.2,0.2,5,0.007,11.402,11.409,254,2291,2557,0,0
eilon10_1 , Star-Ring ,10,2,0.2,0.2,3,0.019,4.055,4.074,508,8676,9196,0,0
eilon10_2 , Star-Ring ,10,2,0.2,0.2,5,0.021,21.2641,21.2851,309,8915,9236,0,0
eilon10_3 , Star-Ring ,10,2,0.2,0.2,5,0.016,16.158,16.174,268,6917,7197,0,0
eilon10_4 , Star-Ring ,10,2,0.2,0.2,5,0.025,18.5731,18.5981,301,10136,10449,0,0
eilon10_5 , Star-Ring ,10,2,0.2,0.2,5,0.022,11.5079,11.5299,361,8352,8725,0,0
eilon10_1 , Cycle ,10,2,0.2,0.2,4,0.008,3.7939,3.8019,344,2570,2926,0,0
eilon10_2 , Cycle ,10,2,0.2,0.2,5,0.009,20.863,20.872,218,2582,2812,0,0
eilon10_3 , Cycle ,10,2,0.2,0.2,5,0.006,15.849,15.855,196,1973,2181,0,0
eilon10_4 , Cycle ,10,2,0.2,0.2,5,0.0089,18.242,18.2509,216,2856,3084,0,0
eilon10_5 , Cycle ,10,2,0.2,0.2,5,0.008,11.2759,11.2839,254,2291,2557,0,0
eilon10_1 , Line ,10,2,0.2,0.2,4,0.008,3.8031,3.8111,344,2570,2926,0,0
eilon10_2 , Line ,10,2,0.2,0.2,5,0.009,21.194,21.203,218,2582,2812,0,0
eilon10_3 , Line ,10,2,0.2,0.2,5,0.007,16.797,16.804,196,1973,2181,0,0
eilon10_4 , Line ,10,2,0.2,0.2,5,0.008,18.191,18.199,216,2856,3084,0,0
eilon10_5 , Line ,10,2,0.2,0.2,5,0.008,11.3101,11.3181,254,2291,2557,0,0
eilon10_1 , Comp ,10,2,0.2,0.2,4,0.008,3.8221,3.8301,344,2570,2926,0,0
eilon10_2 , Comp ,10,2,0.2,0.2,5,0.008,20.9621,20.9701,218,2582,2812,0,0
eilon10_3 , Comp ,10,2,0.2,0.2,5,0.007,15.8153,15.8223,196,1973,2181,0,0
eilon10_4 , Comp ,10,2,0.2,0.2,5,0.008,18.0319,18.04,216,2856,3084,0,0
eilon10_5 , Comp ,10,2,0.2,0.2,5,0.007,11.221,11.228,254,2291,2557,0,0
eilon10_1 , Matching ,10,2,0.2,0.2,4,0.008,3.7819,3.7899,344,2570,2926,0,0
eilon10_2 , Matching ,10,2,0.2,0.2,5,0.008,20.957,20.965,218,2582,2812,0,0
eilon10_3 , Matching ,10,2,0.2,0.2,5,0.009,16.685,16.694,196,1973,2181,0,0
eilon10_4 , Matching ,10,2,0.2,0.2,5,0.008,18.2701,18.2781,216,2856,3084,0,0
eilon10_5 , Matching ,10,2,0.2,0.2,5,0.0069,11.13,11.1369,254,2291,2557,0,0
eilon10_1 , Star ,10,6,0.2,0.2,0,0.35,8.644,8.994,1856,112674,114546,1,0
eilon10_2 , Star ,10,6,0.2,0.2,8,0.303,25.2481,25.5511,1090,94822,95928,0,0
eilon10_3 , Star ,10,6,0.2,0.2,8,0.288,19.2912,19.5792,912,75553,76481,0,0
eilon10_4 , Star ,10,6,0.2,0.2,7,0.4151,22.689,23.1041,1036,103136,104188,0,0
eilon10_5 , Star ,10,6,0.2,0.2,7,0.334,15.04,15.374,1262,84063,85341,0,0
eilon10_1 , Star-Ring ,10,6,0.2,0.2,0,0.789,14.0341,14.8231,3636,247360,251012,1,0
eilon10_2 , Star-Ring ,10,6,0.2,0.2,7,0.73,29.7543,30.4843,2060,217520,219596,0,0
eilon10_3 , Star-Ring ,10,6,0.2,0.2,7,0.722,23.099,23.821,1662,169706,171384,0,0
eilon10_4 , Star-Ring ,10,6,0.2,0.2,6,1.0529,28.2011,29.254,1926,236604,238546,0,0
eilon10_5 , Star-Ring ,10,6,0.2,0.2,7,0.718,19.1991,19.9171,2392,188198,190606,0,0
eilon10_1 , Cycle ,10,6,0.2,0.2,0,0.206,7.165,7.371,2016,66050,68082,1,0
eilon10_2 , Cycle ,10,6,0.2,0.2,8,0.21,23.903,24.113,1200,61086,62302,0,0
eilon10_3 , Cycle ,10,6,0.2,0.2,9,0.127,18.315,18.442,1020,45612,46648,0,0
eilon10_4 , Cycle ,10,6,0.2,0.2,8,0.232,21.5711,21.8031,1158,64932,66106,0,0
eilon10_5 , Cycle ,10,6,0.2,0.2,8,0.178,14.364,14.542,1404,48364,49784,0,0
eilon10_1 , Line ,10,6,0.2,0.2,0,0.169,6.296,6.465,1688,46582,48286,1,0
eilon10_2 , Line ,10,6,0.2,0.2,9,0.115,23.2289,23.3439,1018,40558,41592,0,0
eilon10_3 , Line ,10,6,0.2,0.2,9,0.076,17.682,17.758,876,30325,31217,0,0
eilon10_4 , Line ,10,6,0.2,0.2,9,0.121,20.468,20.589,988,42332,43336,0,0
eilon10_5 , Line ,10,6,0.2,0.2,8,0.1269,14.0881,14.215,1190,31031,32237,0,0
eilon10_1 , Comp ,10,6,0.2,0.2,0,1.962,27.65,29.612,5976,628030,634022,1,0
eilon10_2 , Comp ,10,6,0.2,0.2,0,1.797,42.3411,44.1381,3270,549930,553216,1,0
eilon10_3 , Comp ,10,6,0.2,0.2,0,1.3889,33.027,34.4159,2532,436395,438943,1,0
eilon10_4 , Comp ,10,6,0.2,0.2,6,2.005,42.436,44.441,2976,607920,610912,0,0
eilon10_5 , Comp ,10,6,0.2,0.2,0,1.757,30.649,32.406,3762,497501,501279,1,0
eilon10_1 , Matching ,10,6,0.2,0.2,9,0.029,4.978,5.007,1032,13878,14926,0,0
eilon10_2 , Matching ,10,6,0.2,0.2,10,0.028,22.1911,22.2191,654,13218,13888,0,0
eilon10_3 , Matching ,10,6,0.2,0.2,10,0.021,16.609,16.63,588,9567,10171,0,0
eilon10_4 , Matching ,10,6,0.2,0.2,10,0.032,19.37,19.402,648,13728,14392,0,0
eilon10_5 , Matching ,10,6,0.2,0.2,10,0.024,12.12,12.144,762,9705,10483,0,0
eilon10_1 , Star ,10,2,0.2,0.5,5,0.004,9.367,9.371,116,732,860,0,0
eilon10_2 , Star ,10,2,0.2,0.5,6,0.003,29.2692,29.2722,86,552,650,0,0
eilon10_3 , Star ,10,2,0.2,0.5,6,0.003,22.601,22.604,72,187,271,0,0
eilon10_4 , Star ,10,2,0.2,0.5,6,0.003,27.3369,27.3399,62,0,74,0,0
eilon10_5 , Star ,10,2,0.2,0.5,5,0.004,19.558,19.562,112,610,734,0,0
eilon10_1 , Star-Ring ,10,2,0.2,0.5,5,0.007,9.5381,9.5451,138,2495,2645,0,0
eilon10_2 , Star-Ring ,10,2,0.2,0.5,6,0.005,29.3641,29.3691,99,1890,2001,0,0
eilon10_3 , Star-Ring ,10,2,0.2,0.5,6,0.004,22.4089,22.4129,76,647,735,0,0
eilon10_4 , Star-Ring ,10,2,0.2,0.5,6,0.002,27.3399,27.3419,62,0,74,0,0
eilon10_5 , Star-Ring ,10,2,0.2,0.5,5,0.008,19.682,19.69,136,2311,2459,0,0
eilon10_1 , Cycle ,10,2,0.2,0.5,5,0.004,9.8861,9.8901,116,732,860,0,0
eilon10_2 , Cycle ,10,2,0.2,0.5,6,0.0029,29.4511,29.454,86,552,650,0,0
eilon10_3 , Cycle ,10,2,0.2,0.5,6,0.003,22.633,22.636,72,187,271,0,0
eilon10_4 , Cycle ,10,2,0.2,0.5,6,0.003,28.279,28.282,62,0,74,0,0
eilon10_5 , Cycle ,10,2,0.2,0.5,5,0.004,19.5999,19.6039,112,610,734,0,0
eilon10_1 , Line ,10,2,0.2,0.5,5,0.004,9.551,9.555,116,732,860,0,0
eilon10_2 , Line ,10,2,0.2,0.5,6,0.003,29.1839,29.1869,86,552,650,0,0
eilon10_3 , Line ,10,2,0.2,0.5,6,0.003,22.521,22.524,72,187,271,0,0
eilon10_4 , Line ,10,2,0.2,0.5,6,0.002,28.8621,28.8641,62,0,74,0,0
eilon10_5 , Line ,10,2,0.2,0.5,5,0.004,20.2793,20.2832,112,610,734,0,0
eilon10_1 , Comp ,10,2,0.2,0.5,5,0.003,10.031,10.034,116,732,860,0,0
eilon10_2 , Comp ,10,2,0.2,0.5,6,0.003,31.8271,31.8301,86,552,650,0,0
eilon10_3 , Comp ,10,2,0.2,0.5,6,0.003,23.5221,23.5251,72,187,271,0,0
eilon10_4 , Comp ,10,2,0.2,0.5,6,0.002,28.23,28.232,62,0,74,0,0
eilon10_5 , Comp ,10,2,0.2,0.5,5,0.004,19.6521,19.6561,112,610,734,0,0
eilon10_1 , Matching ,10,2,0.2,0.5,5,0.004,9.621,9.625,116,732,860,0,0
eilon10_2 , Matching ,10,2,0.2,0.5,6,0.004,29.866,29.87,86,552,650,0,0
eilon10_3 , Matching ,10,2,0.2,0.5,6,0.003,22.3179,22.3209,72,187,271,0,0
eilon10_4 , Matching ,10,2,0.2,0.5,6,0.002,28.061,28.063,62,0,74,0,0
eilon10_5 , Matching ,10,2,0.2,0.5,5,0.004,19.7909,19.7949,112,610,734,0,0
eilon10_1 , Star ,10,6,0.2,0.5,9,0.07,10.7791,10.8491,436,29696,30148,0,0
eilon10_2 , Star ,10,6,0.2,0.5,9,0.036,29.9281,29.9641,310,15680,16006,0,0
eilon10_3 , Star ,10,6,0.2,0.5,10,0.013,23.0851,23.0981,232,5347,5595,0,0
eilon10_4 , Star ,10,6,0.2,0.5,10,0.004,27.111,27.115,186,0,202,0,0
eilon10_5 , Star ,10,6,0.2,0.5,10,0.06,20.481,20.541,432,13514,13962,0,0
eilon10_1 , Star-Ring ,10,6,0.2,0.5,9,0.174,13.395,13.569,656,66298,66970,0,0
eilon10_2 , Star-Ring ,10,6,0.2,0.5,9,0.096,32.1541,32.2501,440,38992,39448,0,0
eilon10_3 , Star-Ring ,10,6,0.2,0.5,9,0.026,26.545,26.571,272,13124,13412,0,0
eilon10_4 , Star-Ring ,10,6,0.2,0.5,10,0.003,28.221,28.224,186,0,202,0,0
eilon10_5 , Star-Ring ,10,6,0.2,0.5,9,0.129,21.186,21.315,672,34636,35324,0,0
eilon10_1 , Cycle ,10,6,0.2,0.5,9,0.042,10.349,10.391,480,18216,18712,0,0
eilon10_2 , Cycle ,10,6,0.2,0.5,9,0.027,30.0461,30.0731,336,12164,12516,0,0
eilon10_3 , Cycle ,10,6,0.2,0.5,10,0.011,22.7659,22.7769,240,4028,4284,0,0
eilon10_4 , Cycle ,10,6,0.2,0.5,10,0.003,27.1702,27.1732,186,0,202,0,0
eilon10_5 , Cycle ,10,6,0.2,0.5,10,0.031,20.1499,20.1809,480,10010,10506,0,0
eilon10_1 , Line ,10,6,0.2,0.5,9,0.028,10.085,10.113,436,12416,12868,0,0
eilon10_2 , Line ,10,6,0.2,0.5,9,0.018,29.488,29.506,310,7584,7910,0,0
eilon10_3 , Line ,10,6,0.2,0.5,10,0.0081,22.9111,22.9191,232,2471,2719,0,0
eilon10_4 , Line ,10,6,0.2,0.5,10,0.004,27.4661,27.4701,186,0,202,0,0
eilon10_5 , Line ,10,6,0.2,0.5,10,0.0161,21.031,21.0471,432,5046,5494,0,0
eilon10_1 , Comp ,10,6,0.2,0.5,6,0.436,16.611,17.047,876,166980,167872,0,0
eilon10_2 , Comp ,10,6,0.2,0.5,8,0.379,33.668,34.047,570,96040,96626,0,0
eilon10_3 , Comp ,10,6,0.2,0.5,8,0.066,26.618,26.684,312,32485,32813,0,0
eilon10_4 , Comp ,10,6,0.2,0.5,10,0.003,26.7239,26.7269,186,0,202,0,0
eilon10_5 , Comp ,10,6,0.2,0.5,8,0.393,23.744,24.137,912,92326,93254,0,0
eilon10_1 , Matching ,10,6,0.2,0.5,10,0.031,12.9123,12.9433,348,3900,4264,0,0
eilon10_2 , Matching ,10,6,0.2,0.5,10,0.008,36.1575,36.1655,258,2808,3082,0,0
eilon10_3 , Matching ,10,6,0.2,0.5,10,0.006,26.2785,26.2845,216,921,1153,0,0
eilon10_4 , Matching ,10,6,0.2,0.5,10,0.005,34.8654,34.8704,186,0,202,0,0
