Instance,GraphType, n , p , R , r ,obj_IP,IP_Time,COntrGen_Time,Tot_Time,#Ball_Ctrs,#O_Ctrs,#All_Ctrs,Gap,OoM
eilon20_4 , Comp ,20,2,0.3,0.5,15,0.115,3627.6002,3627.7152,428,13701,14151,0,0
eilon20_5 , Comp ,20,2,0.3,0.5,14,0.104,3618.9424,3619.0465,384,12389,12795,0,0
eilon20_1 , Matching ,20,2,0.3,0.5,16,0.02,3625.103,3625.1229,160,1992,2174,0,0
eilon20_2 , Matching ,20,2,0.3,0.5,17,0.087,3634.6263,3634.7133,372,14024,14418,0,0
eilon20_3 , Matching ,20,2,0.3,0.5,17,0.015,3633.4751,3633.4901,142,4480,4644,0,0
eilon20_4 , Matching ,20,2,0.3,0.5,15,0.079,3627.577,3627.656,428,13677,14127,0,0
eilon20_5 , Matching ,20,2,0.3,0.5,14,0.066,3619.099,3619.165,384,12337,12743,0,0
eilon20_1 , Star ,20,6,0.3,0.5,20,0.124,3625.388,3625.512,500,14948,15474,0,0
eilon20_2 , Star ,20,6,0.3,0.5,20,0.919,3635.6201,3636.5391,1656,112456,114138,0,0
eilon20_3 , Star ,20,6,0.3,0.5,19,0.113,3632.2421,3632.3552,482,32168,32676,0,0
eilon20_4 , Star ,20,6,0.3,0.5,20,1.698,3627.8929,3629.5909,1872,144897,146795,0,0
eilon20_5 , Star ,20,6,0.3,0.5,20,2.895,3619.307,3622.202,1560,174533,176119,0,0
eilon20_1 , Star-Ring ,20,6,0.3,0.5,20,0.476,3624.985,3625.461,550,61378,61954,0,0
eilon20_2 , Star-Ring ,20,6,0.3,0.5,19,3.227,3635.7892,3639.0162,3006,433292,436324,0,0
eilon20_3 , Star-Ring ,20,6,0.3,0.5,19,0.605,3633.5547,3634.1597,622,150730,151378,0,0
eilon20_4 , Star-Ring ,20,6,0.3,0.5,19,3.6051,3627.9463,3631.5513,3342,490194,493562,0,0
eilon20_5 , Star-Ring ,20,6,0.3,0.5,19,5.107,3618.9849,3624.0919,2580,523232,525838,0,0
eilon20_1 , Cycle ,20,6,0.3,0.5,20,0.113,3625.021,3625.134,510,24064,24600,0,0
eilon20_2 , Cycle ,20,6,0.3,0.5,20,1.29,3635,3636.29,1926,170756,172708,0,0
eilon20_3 , Cycle ,20,6,0.3,0.5,19,0.225,3632.2192,3632.4442,510,60368,60904,0,0
eilon20_4 , Cycle ,20,6,0.3,0.5,20,1.351,3627.642,3628.993,2166,174004,176196,0,0
eilon20_5 , Cycle ,20,6,0.3,0.5,20,1.601,3619.199,3620.8,1764,167018,168808,0,0
eilon20_1 , Line ,20,6,0.3,0.5,20,0.029,3625.725,3625.754,500,6208,6734,0,0
eilon20_2 , Line ,20,6,0.3,0.5,20,0.3029,3635.3961,3635.699,1656,50174,51856,0,0
eilon20_3 , Line ,20,6,0.3,0.5,20,0.061,3633.8652,3633.9262,482,17480,17988,0,0
eilon20_4 , Line ,20,6,0.3,0.5,20,0.3451,3628.372,3628.7171,1872,52903,54801,0,0
eilon20_5 , Line ,20,6,0.3,0.5,20,0.395,3619.2518,3619.6468,1560,59365,60951,0,0
eilon20_1 , Comp ,20,6,0.3,0.5,20,1.286,3625.7559,3627.0419,600,159776,160402,0,0
eilon20_2 , Comp ,20,6,0.3,0.5,18,6.556,3636.1782,3642.7342,4356,1097212,1101594,0,0
eilon20_3 , Comp ,20,6,0.3,0.5,19,1.553,3632.8782,3634.4312,762,375496,376284,0,0
eilon20_4 , Comp ,20,6,0.3,0.5,18,7.915,3628.5774,3636.4924,4812,1212515,1217353,0,0
eilon20_5 , Comp ,20,6,0.3,0.5,18,12.653,3619.4787,3632.1317,3600,1385659,1389285,0,0
eilon20_1 , Matching ,20,6,0.3,0.5,20,0.026,3625.3752,3625.4012,480,5976,6482,0,0
eilon20_2 , Matching ,20,6,0.3,0.5,20,0.207,3635.4451,3635.6521,1116,42672,43814,0,0
eilon20_3 , Matching ,20,6,0.3,0.5,20,0.04,3632.8102,3632.8502,426,14046,14498,0,0
eilon20_4 , Matching ,20,6,0.3,0.5,20,0.187,3628.1306,3628.3176,1284,41559,42869,0,0
eilon20_5 , Matching ,20,6,0.3,0.5,20,0.151,3619.4602,3619.6112,1152,37647,38825,0,0
eilon20_1 , Star ,20,10,0.1,0.2,11,43.5927,386.585,430.1777,19928,5061377,5081335,0,0
eilon20_2 , Star ,20,10,0.1,0.2,12,44.9198,400.1537,445.0736,16318,4872578,4888926,0,0
eilon20_3 , Star ,20,10,0.1,0.2,10,46.0502,345.1238,391.174,16726,5127666,5144422,0,0
eilon20_4 , Star ,20,10,0.1,0.2,,,,,,,,,1
eilon20_5 , Star ,20,10,0.1,0.2,0,25.9847,251.1681,277.1528,18704,4421961,4440695,1,0
eilon20_1 , Star-Ring ,20,10,0.1,0.2,11,64.3723,501.7553,566.1276,36866,7265108,7302004,0,0
eilon20_2 , Star-Ring ,20,10,0.1,0.2,12,59.243,456.051,515.294,30088,6868556,6898674,0,0
eilon20_3 , Star-Ring ,20,10,0.1,0.2,10,62.0161,521.0645,583.0805,30766,7303448,7334244,0,0
eilon20_4 , Star-Ring ,20,10,0.1,0.2,10,57.7867,474.2515,532.0382,30158,6704358,6734546,0,0
eilon20_5 , Star-Ring ,20,10,0.1,0.2,0,52.3796,412.0603,464.4399,34058,6294836,6328924,1,0
eilon20_1 , Cycle ,20,10,0.1,0.2,15,13.436,263.4143,276.8503,17460,943734,961224,0,0
eilon20_2 , Cycle ,20,10,0.1,0.2,17,15.4961,297.0622,312.5583,14890,819864,834784,0,0
eilon20_3 , Cycle ,20,10,0.1,0.2,16,9.205,207.1146,216.3196,14980,920152,935162,0,0
eilon20_4 , Cycle ,20,10,0.1,0.2,16,8.901,173.1036,182.0045,14160,849510,863700,0,0
eilon20_5 , Cycle ,20,10,0.1,0.2,15,8.82,134.146,142.966,15190,798464,813684,0,0
eilon20_1 , Line ,20,10,0.1,0.2,17,7.095,325.0425,332.1375,15728,734145,749903,0,0
eilon20_2 , Line ,20,10,0.1,0.2,18,13.036,207.921,220.957,13462,620690,634182,0,0
eilon20_3 , Line ,20,10,0.1,0.2,18,5.709,176.855,182.564,13534,716418,729982,0,0
eilon20_4 , Line ,20,10,0.1,0.2,16,9.041,168.6773,177.7183,12780,673910,686720,0,0
eilon20_5 , Line ,20,10,0.1,0.2,16,4.015,120.43,124.4449,13664,643041,656735,0,0
eilon20_1 , Comp ,20,10,0.1,0.2,,,,,,,,,1
eilon20_2 , Comp ,20,10,0.1,0.2,,,,,,,,,1
eilon20_3 , Comp ,20,10,0.1,0.2,,,,,,,,,1
eilon20_4 , Comp ,20,10,0.1,0.2,,,,,,,,,1
eilon20_5 , Comp ,20,10,0.1,0.2,,,,,,,,,1
eilon20_1 , Matching ,20,10,0.1,0.2,18,3.7491,145.396,149.1451,8800,183445,192275,0,0
eilon20_2 , Matching ,20,10,0.1,0.2,19,2.907,171.049,173.956,7750,150570,158350,0,0
eilon20_3 , Matching ,20,10,0.1,0.2,19,0.783,138.012,138.795,7750,175450,183230,0,0
eilon20_4 , Matching ,20,10,0.1,0.2,19,0.818,110.892,111.71,7260,162870,170160,0,0
eilon20_5 , Matching ,20,10,0.1,0.2,17,1.376,77.7877,79.1637,7560,153405,160995,0,0
eilon20_1 , Star ,20,10,0.1,0.5,18,27.308,261.8851,289.1931,7292,2092713,2100035,0,0
eilon20_2 , Star ,20,10,0.1,0.5,19,12.735,283.235,295.97,5806,1475447,1481283,0,0
eilon20_3 , Star ,20,10,0.1,0.5,19,8.981,236.617,245.598,4504,1333617,1338151,0,0
eilon20_4 , Star ,20,10,0.1,0.5,18,4.799,185.3321,190.1311,4076,1323045,1327151,0,0
eilon20_5 , Star ,20,10,0.1,0.5,17,9.912,162.4881,172.4001,6158,2049960,2056148,0,0
eilon20_1 , Star-Ring ,20,10,0.1,0.5,18,39.137,318.9565,358.0935,12944,3209458,3222432,0,0
eilon20_2 , Star-Ring ,20,10,0.1,0.5,19,16.957,322.032,338.989,9982,2251040,2261052,0,0
eilon20_3 , Star-Ring ,20,10,0.1,0.5,19,13.093,272.1681,285.2611,7348,2019528,2026906,0,0
eilon20_4 , Star-Ring ,20,10,0.1,0.5,18,7.239,216.204,223.443,6452,1971562,1978044,0,0
eilon20_5 , Star-Ring ,20,10,0.1,0.5,17,13.222,211.09,224.312,10586,3028352,3038968,0,0
eilon20_1 , Cycle ,20,10,0.1,0.5,19,3.343,240.7889,244.1319,7920,514934,522884,0,0
eilon20_2 , Cycle ,20,10,0.1,0.5,19,1.625,278.9887,280.6137,6270,346730,353030,0,0
eilon20_3 , Cycle ,20,10,0.1,0.5,19,1.208,237.122,238.33,4820,308880,313730,0,0
eilon20_4 , Cycle ,20,10,0.1,0.5,19,1.119,180.1305,181.2495,4340,292534,296904,0,0
eilon20_5 , Cycle ,20,10,0.1,0.5,17,1.585,127.2601,128.8451,6650,437924,444604,0,0
eilon20_1 , Line ,20,10,0.1,0.5,19,1.463,229.0523,230.5153,7292,366513,373835,0,0
eilon20_2 , Line ,20,10,0.1,0.5,19,0.852,241.5231,242.3752,5806,227311,233147,0,0
eilon20_3 , Line ,20,10,0.1,0.5,19,0.751,204.022,204.773,4504,212481,217015,0,0
eilon20_4 , Line ,20,10,0.1,0.5,19,0.705,153.0311,153.7361,4076,219357,223463,0,0
eilon20_5 , Line ,20,10,0.1,0.5,17,1.023,108.3781,109.4011,6158,336096,342284,0,0
eilon20_1 , Comp ,20,10,0.1,0.5,12,212.1078,1480.6938,1692.8016,29900,21656845,21686775,0,0
eilon20_2 , Comp ,20,10,0.1,0.5,13,171.4394,907.4042,1078.8436,22510,15737595,15760135,0,0
eilon20_3 , Comp ,20,10,0.1,0.5,12,104.0886,1092.5305,1196.6191,15880,13883805,13899715,0,0
eilon20_4 , Comp ,20,10,0.1,0.5,11,53.618,663.3014,716.9195,13580,13339225,13352835,0,0
eilon20_5 , Comp ,20,10,0.1,0.5,0,79.9817,1043.1881,1123.1698,23870,20544360,20568260,1,0
eilon20_1 , Matching ,20,10,0.1,0.5,19,0.692,242.868,243.56,4780,110725,115535,0,0
eilon20_2 , Matching ,20,10,0.1,0.5,20,0.424,375.7995,376.2235,3950,72275,76255,0,0
eilon20_3 , Matching ,20,10,0.1,0.5,19,0.211,217.5059,217.7169,3240,64485,67755,0,0
eilon20_4 , Matching ,20,10,0.1,0.5,19,0.191,141.1799,141.3709,3020,60785,63835,0,0
eilon20_5 , Matching ,20,10,0.1,0.5,17,0.303,94.002,94.305,4190,90120,94340,0,0
eilon20_1 , Star ,20,10,0.2,0.2,13,199.5847,1923.4432,2123.0279,20978,16346180,16367188,0,0
eilon20_2 , Star ,20,10,0.2,0.2,,,,,,,,,1
eilon20_3 , Star ,20,10,0.2,0.2,15,183.176,1939.4791,2122.6552,15892,12314891,12330813,0,0
eilon20_4 , Star ,20,10,0.2,0.2,14,484.6119,2291.1394,2775.7513,19862,14714662,14734554,0,0
eilon20_5 , Star ,20,10,0.2,0.2,11,238.673,1368.6598,1607.3328,24546,14306320,14330896,0,0
eilon20_1 , Star-Ring ,20,10,0.2,0.2,13,358.5669,2661.7517,3020.3186,40112,23192664,23232806,0,0
eilon20_2 , Star-Ring ,20,10,0.2,0.2,,,,,,,,,1
eilon20_3 , Star-Ring ,20,10,0.2,0.2,15,244.5216,2378.4215,2622.9431,30238,18155216,18185484,0,0
eilon20_4 , Star-Ring ,20,10,0.2,0.2,,,,,,,,,1
eilon20_5 , Star-Ring ,20,10,0.2,0.2,11,260.1668,1588.276,1848.4428,46956,20451710,20498696,0,0
eilon20_1 , Cycle ,20,10,0.2,0.2,19,15.81,1412.041,1427.851,21190,2779654,2800874,0,0
eilon20_2 , Cycle ,20,10,0.2,0.2,19,28.422,2729.6467,2758.0687,22090,4282554,4304674,0,0
eilon20_3 , Cycle ,20,10,0.2,0.2,19,13.218,1630.4402,1643.6582,16500,2484382,2500912,0,0
eilon20_4 , Cycle ,20,10,0.2,0.2,19,18.445,1441.9983,1460.4433,20670,2681742,2702442,0,0
eilon20_5 , Cycle ,20,10,0.2,0.2,19,14.189,785.101,799.29,24600,2530764,2555394,0,0
eilon20_1 , Line ,20,10,0.2,0.2,19,11.317,1362.248,1373.565,19130,1939876,1959036,0,0
eilon20_2 , Line ,20,10,0.2,0.2,19,18.382,2653.1479,2671.5299,19948,2828002,2847980,0,0
eilon20_3 , Line ,20,10,0.2,0.2,19,8.359,1580.6761,1589.0351,14940,1622291,1637261,0,0
eilon20_4 , Line ,20,10,0.2,0.2,19,11.268,1393.9891,1405.2571,18686,1783614,1802330,0,0
eilon20_5 , Line ,20,10,0.2,0.2,19,10.016,743.163,753.179,22194,1795440,1817664,0,0
eilon20_1 , Comp ,20,10,0.2,0.2,,,,,,,,,1
eilon20_2 , Comp ,20,10,0.2,0.2,,,,,,,,,1
eilon20_3 , Comp ,20,10,0.2,0.2,,,,,,,,,1
eilon20_4 , Comp ,20,10,0.2,0.2,,,,,,,,,1
eilon20_5 , Comp ,20,10,0.2,0.2,,,,,,,,,1
eilon20_1 , Matching ,20,10,0.2,0.2,20,2.615,1250.908,1253.523,10890,503140,514060,0,0
eilon20_2 , Matching ,20,10,0.2,0.2,20,3.667,2482.851,2486.518,11380,774690,786100,0,0
eilon20_3 , Matching ,20,10,0.2,0.2,20,2.2551,1509.1002,1511.3553,8700,484135,492865,0,0
eilon20_4 , Matching ,20,10,0.2,0.2,20,2.6631,1604.9797,1607.6428,10750,500550,511330,0,0
eilon20_5 , Matching ,20,10,0.2,0.2,20,2.499,717.1941,719.6931,12570,467960,480560,0,0
eilon20_1 , Star ,20,10,0.2,0.5,19,5.1828,2039.8437,2045.0265,3518,785370,788918,0,0
eilon20_2 , Star ,20,10,0.2,0.5,19,4.469,3616.8982,3621.3672,3374,828746,832150,0,0
eilon20_3 , Star ,20,10,0.2,0.5,19,3.21,2051.2891,2054.4991,2248,448948,451226,0,0
eilon20_4 , Star ,20,10,0.2,0.5,19,5.544,1834.3703,1839.9143,3500,754541,758071,0,0
eilon20_5 , Star ,20,10,0.2,0.5,19,4.7379,1247.0368,1251.7747,3900,867848,871778,0,0
eilon20_1 , Star-Ring ,20,10,0.2,0.5,19,9.829,2019.2675,2029.0965,5786,1546308,1552124,0,0
eilon20_2 , Star-Ring ,20,10,0.2,0.5,19,8.14,3449.7365,3457.8765,5678,1790406,1796114,0,0
eilon20_3 , Star-Ring ,20,10,0.2,0.5,19,5.822,2032.02,2037.842,3256,867656,870942,0,0
eilon20_4 , Star-Ring ,20,10,0.2,0.5,19,10.628,1909.4314,1920.0594,5750,1414750,1420530,0,0
eilon20_5 , Star-Ring ,20,10,0.2,0.5,19,7.479,1153.7392,1161.2182,6420,1605372,1611822,0,0
eilon20_1 , Cycle ,20,10,0.2,0.5,19,1.619,1868.1782,1869.7972,3770,383124,386924,0,0
eilon20_2 , Cycle ,20,10,0.2,0.5,19,2.128,3381.2726,3383.4006,3630,488886,492546,0,0
eilon20_3 , Cycle ,20,10,0.2,0.5,19,0.7899,1983.7374,1984.5273,2360,211538,213928,0,0
eilon20_4 , Cycle ,20,10,0.2,0.5,19,1.568,1861.0136,1862.5816,3750,323198,326978,0,0
eilon20_5 , Cycle ,20,10,0.2,0.5,19,1.309,1097.0014,1098.3104,4180,364488,368698,0,0
eilon20_1 , Line ,20,10,0.2,0.5,19,0.582,1842.7087,1843.2907,3518,176090,179638,0,0
eilon20_2 , Line ,20,10,0.2,0.5,19,0.693,3369.6136,3370.3066,3374,215082,218486,0,0
eilon20_3 , Line ,20,10,0.2,0.5,19,0.3361,1990.339,1990.6751,2248,103700,105978,0,0
eilon20_4 , Line ,20,10,0.2,0.5,19,0.6924,1844.6085,1845.3009,3500,144949,148479,0,0
eilon20_5 , Line ,20,10,0.2,0.5,19,0.566,1092.9129,1093.4789,3900,192848,196778,0,0
eilon20_1 , Comp ,20,10,0.2,0.5,14,78.9508,2281.7701,2360.7209,12590,10505250,10517870,0,0
eilon20_2 , Comp ,20,10,0.2,0.5,17,70.0134,3616.1404,3686.1538,12590,12265770,12278390,0,0
eilon20_3 , Comp ,20,10,0.2,0.5,17,37.158,2200.4203,2237.5783,6280,5731780,5738090,0,0
eilon20_4 , Comp ,20,10,0.2,0.5,16,80.9004,2253.7431,2334.6435,12500,9825425,9837955,0,0
eilon20_5 , Comp ,20,10,0.2,0.5,15,69,1528.0601,1597.0601,13980,10868520,10882530,0,0
eilon20_1 , Matching ,20,10,0.2,0.5,20,0.323,1853.1971,1853.5201,2510,93010,95550,0,0
eilon20_2 , Matching ,20,10,0.2,0.5,20,0.397,3355.9587,3356.3557,2350,119850,122230,0,0
eilon20_3 , Matching ,20,10,0.2,0.5,20,0.171,1994.2112,1994.3822,1800,50820,52650,0,0
eilon20_4 , Matching ,20,10,0.2,0.5,20,0.264,1880.5811,1880.8451,2500,75785,78315,0,0
eilon20_5 , Matching ,20,10,0.2,0.5,20,0.27,1109.918,1110.188,2780,85960,88770,0,0
eilon20_1 , Star ,20,10,0.3,0.2,18,264.288,3629.4558,3893.7438,13062,7785854,7798946,0,0
eilon20_2 , Star ,20,10,0.3,0.2,18,83.876,3641.884,3725.76,11778,2997192,3009000,0,0
eilon20_3 , Star ,20,10,0.3,0.2,17,25.8529,3696.2292,3722.0821,9066,2497137,2506233,0,0
eilon20_4 , Star ,20,10,0.3,0.2,17,86.9296,3630.8882,3717.8178,11812,5794828,5806670,0,0
eilon20_5 , Star ,20,10,0.3,0.2,17,533.197,3622.2608,4155.4578,15750,13681144,13696924,0,0
eilon20_1 , Star-Ring ,20,10,0.3,0.2,18,171.1564,3630.5491,3801.7055,25356,13449008,13474394,0,0
eilon20_2 , Star-Ring ,20,10,0.3,0.2,18,62.2909,3641.0037,3703.2946,23010,7209202,7232242,0,0
eilon20_3 , Star-Ring ,20,10,0.3,0.2,17,56.0259,3636.4413,3692.4672,17508,6148422,6165960,0,0
eilon20_4 , Star-Ring ,20,10,0.3,0.2,17,121.5721,3634.1421,3755.7142,22900,8915154,8938084,0,0
eilon20_5 , Star-Ring ,20,10,0.3,0.2,17,387.0072,3623.0392,4010.0464,30510,18730064,18760604,0,0
eilon20_1 , Cycle ,20,10,0.3,0.2,19,35.613,3629.0937,3664.7067,14370,3188830,3203230,0,0
eilon20_2 , Cycle ,20,10,0.3,0.2,19,12.963,3639.0234,3651.9864,12910,2420002,2432942,0,0
eilon20_3 , Cycle ,20,10,0.3,0.2,19,17.972,3635.0351,3653.0071,9830,2040770,2050630,0,0
eilon20_4 , Cycle ,20,10,0.3,0.2,19,17.168,3630.0795,3647.2475,12870,2480270,2493170,0,0
eilon20_5 , Cycle ,20,10,0.3,0.2,19,55.752,3621.8785,3677.6305,17100,3929516,3946646,0,0
eilon20_1 , Line ,20,10,0.3,0.2,19,17.863,3628.6303,3646.4933,13006,1615960,1628996,0,0
eilon20_2 , Line ,20,10,0.3,0.2,19,4.721,3638.3854,3643.1064,11666,938904,950600,0,0
eilon20_3 , Line ,20,10,0.3,0.2,19,4.661,3634.6063,3639.2673,8898,844127,853055,0,0
eilon20_4 , Line ,20,10,0.3,0.2,19,5.424,3630.0102,3635.4343,11644,1134176,1145850,0,0
eilon20_5 , Line ,20,10,0.3,0.2,19,33.8,3621.9032,3655.7032,15470,2366438,2381938,0,0
eilon20_1 , Comp ,20,10,0.3,0.2,,,,,,,,,1
eilon20_2 , Comp ,20,10,0.3,0.2,,,,,,,,,1
eilon20_3 , Comp ,20,10,0.3,0.2,,,,,,,,,1
eilon20_4 , Comp ,20,10,0.3,0.2,,,,,,,,,1
eilon20_5 , Comp ,20,10,0.3,0.2,,,,,,,,,1
eilon20_1 , Matching ,20,10,0.3,0.2,20,3.102,3628.7273,3631.8292,7550,725490,733070,0,0
eilon20_2 , Matching ,20,10,0.3,0.2,20,2.585,3638.554,3641.139,6690,615830,622550,0,0
eilon20_3 , Matching ,20,10,0.3,0.2,20,2.0401,3635.271,3637.311,5170,496475,501675,0,0
eilon20_4 , Matching ,20,10,0.3,0.2,20,2.353,3629.9086,3632.2616,6740,581400,588170,0,0
eilon20_5 , Matching ,20,10,0.3,0.2,20,4.059,3621.6488,3625.7078,8950,810000,818980,0,0
eilon20_1 , Star ,20,10,0.3,0.5,20,0.482,3626.614,3627.096,840,41888,42758,0,0
eilon20_2 , Star ,20,10,0.3,0.5,20,6.212,3638.0516,3644.2636,2940,339434,342404,0,0
eilon20_3 , Star ,20,10,0.3,0.5,19,0.488,3635.0863,3635.5743,822,101766,102618,0,0
eilon20_4 , Star ,20,10,0.3,0.5,20,5.573,3630.5615,3636.1346,3316,331075,334421,0,0
eilon20_5 , Star ,20,10,0.3,0.5,20,19.876,3620.9776,3640.8536,2736,656853,659619,0,0
eilon20_1 , Star-Ring ,20,10,0.3,0.5,20,1.098,3627.8064,3628.9044,930,118766,119726,0,0
eilon20_2 , Star-Ring ,20,10,0.3,0.5,19,10.031,3638.4417,3648.4727,5370,843964,849364,0,0
eilon20_3 , Star-Ring ,20,10,0.3,0.5,19,1.19,3635.1707,3636.3607,1074,275178,276282,0,0
eilon20_4 , Star-Ring ,20,10,0.3,0.5,19,7.655,3630.6096,3638.2646,5962,845126,851118,0,0
eilon20_5 , Star-Ring ,20,10,0.3,0.5,19,23.8819,3621.1533,3645.0353,4572,1212912,1217514,0,0
eilon20_1 , Cycle ,20,10,0.3,0.5,20,0.2,3627.8675,3628.0675,850,39524,40404,0,0
eilon20_2 , Cycle ,20,10,0.3,0.5,20,2.044,3638.3892,3640.4332,3210,264748,267988,0,0
eilon20_3 , Cycle ,20,10,0.3,0.5,19,0.353,3635.8848,3636.2378,850,87528,88408,0,0
eilon20_4 , Cycle ,20,10,0.3,0.5,20,1.9681,3630.5876,3632.5557,3610,267216,270856,0,0
eilon20_5 , Cycle ,20,10,0.3,0.5,20,2.53,3620.9867,3623.5168,2940,272502,275472,0,0
eilon20_1 , Line ,20,10,0.3,0.5,20,0.048,3627.5665,3627.6145,840,10424,11294,0,0
eilon20_2 , Line ,20,10,0.3,0.5,20,0.622,3638.336,3638.958,2940,88214,91184,0,0
eilon20_3 , Line ,20,10,0.3,0.5,20,0.15,3636.2651,3636.4151,822,26674,27526,0,0
eilon20_4 , Line ,20,10,0.3,0.5,20,0.386,3634.8646,3635.2506,3316,53265,56611,0,0
eilon20_5 , Line ,20,10,0.3,0.5,20,0.651,3621.8068,3622.4578,2736,99557,102323,0,0
eilon20_1 , Comp ,20,10,0.3,0.5,20,9.563,3626.8183,3636.3813,1200,869080,870310,0,0
eilon20_2 , Comp ,20,10,0.3,0.5,18,51.8846,3638.0064,3689.8911,12660,3464090,3476780,0,0
eilon20_3 , Comp ,20,10,0.3,0.5,19,7.488,3640.3845,3647.8725,1830,1380640,1382500,0,0
eilon20_4 , Comp ,20,10,0.3,0.5,18,41.641,3637.0775,3678.7185,13900,3299395,3313325,0,0
eilon20_5 , Comp ,20,10,0.3,0.5,18,100.7665,3621.8337,3722.6002,10080,8015275,8025385,0,0
eilon20_1 , Matching ,20,10,0.3,0.5,20,0.05,3627.4499,3627.4999,800,9960,10790,0,0
eilon20_2 , Matching ,20,10,0.3,0.5,20,0.3299,3637.7496,3638.0796,1860,70450,72340,0,0
eilon20_3 , Matching ,20,10,0.3,0.5,20,0.061,3634.6605,3634.7215,710,23080,23820,0,0
eilon20_4 , Matching ,20,10,0.3,0.5,20,0.288,3630.5872,3630.8752,2140,69085,71255,0,0
eilon20_5 , Matching ,20,10,0.3,0.5,20,0.259,3620.4382,3620.6972,1920,63305,65255,0,0
